stageName,frequencyHz,sourceChain,destinationChain,magnitudeDb,phaseDegrees
pre-PA,-195312.5,1,0,-19.68926769926447,-35.21480116366135
pre-PA,-195312.5,0,1,-12.808498692686602,31.820218966318865
pre-PA,-195312.5,1,1,0.0,0.0
pre-PA,-156250.0,0,0,0.0,0.0
pre-PA,-156250.0,1,0,-19.68576975331897,-35.31894538706824
pre-PA,-156250.0,0,1,-12.81029826989997,31.384969147853425
pre-PA,-156250.0,1,1,0.0,0.0
pre-PA,-117187.5,0,0,0.0,0.0
pre-PA,-117187.5,1,0,-19.682265800486874,-35.42318769764755
pre-PA,-117187.5,0,1,-12.812127884060533,30.949739510280445
pre-PA,-117187.5,1,1,0.0,0.0
pre-PA,-78125.0,0,0,0.0,0.0
pre-PA,-78125.0,1,0,-19.678755921028486,-35.527528720495425
pre-PA,-78125.0,0,1,-12.81398753615919,30.514530380910745
pre-PA,-78125.0,1,1,0.0,0.0
pre-PA,-39062.5,0,0,0.0,0.0
pre-PA,-39062.5,1,0,-19.675240195471453,-35.63196907716562
pre-PA,-39062.5,0,1,-12.815877227208894,30.07934208727846
pre-PA,-39062.5,1,1,0.0,0.0
pre-PA,0.0,0,0,0.0,0.0
pre-PA,0.0,1,0,-19.671718704606455,-35.73650938566548
pre-PA,0.0,0,1,-12.817796958244545,29.644174957144806
pre-PA,0.0,1,1,0.0,0.0
pre-PA,39062.5,0,0,0.0,0.0
pre-PA,39062.5,1,0,-19.668191529482876,-35.84115026045213
pre-PA,39062.5,0,1,-12.819746730322903,29.209029318501788
pre-PA,39062.5,1,1,0.0,0.0
pre-PA,78125.0,0,0,0.0,0.0
pre-PA,78125.0,1,0,-19.66465875140448,-35.94589231242904
pre-PA,78125.0,0,1,-12.821726544522448,28.77390549957592
pre-PA,78125.0,1,1,0.0,0.0
pre-PA,117187.5,0,0,0.0,0.0
pre-PA,117187.5,1,0,-19.661120451925115,-36.05073614894269
pre-PA,117187.5,0,1,-12.82373640194332,28.338803828832035
pre-PA,117187.5,1,1,0.0,0.0
pre-PA,156250.0,0,0,0.0,0.0
pre-PA,156250.0,1,0,-19.657576712844367,-36.15568237377962
pre-PA,156250.0,0,1,-12.825776303707153,27.903724634976957
pre-PA,156250.0,1,1,0.0,0.0
pre-PA,195312.5,0,0,0.0,0.0
pre-PA,195312.5,1,0,-19.654027616203283,-36.26073158716369
pre-PA,195312.5,0,1,-12.827846250957025,27.468668246963333
pre-PA,195312.5,1,1,0.0,0.0
pre-PA,234375.0,0,0,0.0,0.0
pre-PA,234375.0,1,0,-19.650473244280064,-36.365884385753596
pre-PA,234375.0,0,1,-12.829946244857293,27.033634993993324
pre-PA,234375.0,1,1,0.0,0.0
pre-PA,273437.5,0,0,0.0,0.0
pre-PA,273437.5,1,0,-19.646913679585754,-36.47114136264068
pre-PA,273437.5,0,1,-12.832076286593521,26.598625205522413
pre-PA,273437.5,1,1,0.0,0.0
pre-PA,312500.0,0,0,0.0,0.0
pre-PA,312500.0,1,0,-19.643349004859974,-36.576503107347015
pre-PA,312500.0,0,1,-12.83423637737233,26.16363921126313
pre-PA,312500.0,1,1,0.0,0.0
pre-PA,351562.5,0,0,0.0,0.0
pre-PA,351562.5,1,0,-19.639779303066614,-36.68197020582359
pre-PA,351562.5,0,1,-12.836426518421309,25.728677341188835
pre-PA,351562.5,1,1,0.0,0.0
pre-PA,390625.0,0,0,0.0,0.0
pre-PA,390625.0,1,0,-19.63620465738957,-36.78754324044902
pre-PA,390625.0,0,1,-12.838646710988877,25.29373992553749
pre-PA,390625.0,1,1,0.0,0.0
pre-PA,429687.5,0,0,0.0,0.0
pre-PA,429687.5,1,0,-19.632625151228474,-36.89322279002822
pre-PA,429687.5,0,1,-12.840896956344174,24.858827294815452
pre-PA,429687.5,1,1,0.0,0.0
pre-PA,468750.0,0,0,0.0,0.0
pre-PA,468750.0,1,0,-19.629040868194423,-36.999009429791585
pre-PA,468750.0,0,1,-12.843177255776935,24.423939779801174
pre-PA,468750.0,1,1,0.0,0.0
pre-PA,507812.5,0,0,0.0,0.0
pre-PA,507812.5,1,0,-19.625451892105726,-37.10490373139418
pre-PA,507812.5,0,1,-12.84548761059736,23.989077711549104
pre-PA,507812.5,1,1,0.0,0.0
pre-PA,546875.0,0,0,0.0,0.0
pre-PA,546875.0,1,0,-19.621858306983675,-37.21090626291545
pre-PA,546875.0,0,1,-12.847828022136001,23.554241421393346
pre-PA,546875.0,1,1,0.0,0.0
pre-PA,585937.5,0,0,0.0,0.0
pre-PA,585937.5,1,0,-19.618260197048272,-37.31701758885888
pre-PA,585937.5,0,1,-12.85019849174363,23.11943124095157
pre-PA,585937.5,1,1,0.0,0.0
pre-PA,625000.0,0,0,0.0,0.0
pre-PA,625000.0,1,0,-19.614657646714036,-37.42323827015217
pre-PA,625000.0,0,1,-12.852599020791098,22.684647502128684
pre-PA,625000.0,1,1,0.0,0.0
pre-PA,664062.5,0,0,0.0,0.0
pre-PA,664062.5,1,0,-19.611050740585764,-37.529568864147464
pre-PA,664062.5,0,1,-12.85502961066923,22.249890537120734
pre-PA,664062.5,1,1,0.0,0.0
pre-PA,703125.0,0,0,0.0,0.0
pre-PA,703125.0,1,0,-19.607439563454314,-37.636009924621966
pre-PA,703125.0,0,1,-12.857490262788662,21.81516067841863
pre-PA,703125.0,1,1,0.0,0.0
pre-PA,742187.5,0,0,0.0,0.0
pre-PA,742187.5,1,0,-19.603824200292422,-37.74256200177862
pre-PA,742187.5,0,1,-12.859980978579737,21.380458258812002
pre-PA,742187.5,1,1,0.0,0.0
pre-PA,781250.0,0,0,0.0,0.0
pre-PA,781250.0,1,0,-19.6002047362505,-37.84922564224731
pre-PA,781250.0,0,1,-12.862501759492337,20.94578361139296
pre-PA,781250.0,1,1,0.0,0.0
pre-PA,820312.5,0,0,0.0,0.0
pre-PA,820312.5,1,0,-19.59658125665247,-37.95600138908589
pre-PA,820312.5,0,1,-12.865052606995784,20.51113706955997
pre-PA,820312.5,1,1,0.0,0.0
pre-PA,859375.0,0,0,0.0,0.0
pre-PA,859375.0,1,0,-19.59295384699157,-38.06288978178193
pre-PA,859375.0,0,1,-12.867633522578664,20.076518967021595
pre-PA,859375.0,1,1,0.0,0.0
pre-PA,898437.5,0,0,0.0,0.0
pre-PA,898437.5,1,0,-19.589322592926223,-38.16989135625426
pre-PA,898437.5,0,1,-12.870244507748708,19.641929637800388
pre-PA,898437.5,1,1,0.0,0.0
pre-PA,937500.0,0,0,0.0,0.0
pre-PA,937500.0,1,0,-19.58568758027588,-38.27700664485511
pre-PA,937500.0,0,1,-12.872885564032648,19.20736941623666
pre-PA,937500.0,1,1,0.0,0.0
pre-PA,976562.5,0,0,0.0,0.0
pre-PA,976562.5,1,0,-19.582048895016882,-38.38423617637216
pre-PA,976562.5,0,1,-12.875556692976053,18.772838636992347
pre-PA,976562.5,1,1,0.0,0.0
pre-PA,1015625.0,0,0,0.0,0.0
pre-PA,1015625.0,1,0,-19.57840662327835,-38.49158047603112
pre-PA,1015625.0,0,1,-12.878257896143205,18.338337635054835
pre-PA,1015625.0,1,1,0.0,0.0
pre-PA,1054687.5,0,0,0.0,0.0
pre-PA,1054687.5,1,0,-19.57476085133806,-38.59904006549824
pre-PA,1054687.5,0,1,-12.880989175116952,17.90386674574079
pre-PA,1054687.5,1,1,0.0,0.0
pre-PA,1093750.0,0,0,0.0,0.0
pre-PA,1093750.0,1,0,-19.571111665618364,-38.7066154628834
pre-PA,1093750.0,0,1,-12.883750531498528,17.469426304699983
pre-PA,1093750.0,1,1,0.0,0.0
pre-PA,1132812.5,0,0,0.0,0.0
pre-PA,1132812.5,1,0,-19.5674591526821,-38.81430718274299
pre-PA,1132812.5,0,1,-12.88654196690744,17.035016647919218
pre-PA,1132812.5,1,1,0.0,0.0
pre-PA,1171875.0,0,0,0.0,0.0
pre-PA,1171875.0,1,0,-19.56380339922852,-38.922115736083484
pre-PA,1171875.0,0,1,-12.889363482981286,16.600638111726067
pre-PA,1171875.0,1,1,0.0,0.0
pre-PA,1210937.5,0,0,0.0,0.0
pre-PA,1210937.5,1,0,-19.560144492089233,-39.03004163036485
pre-PA,1210937.5,0,1,-12.892215081375614,16.16629103279282
pre-PA,1210937.5,1,1,0.0,0.0
pre-PA,1250000.0,0,0,0.0,0.0
pre-PA,1250000.0,1,0,-19.556482518224175,-39.13808536950439
pre-PA,1250000.0,0,1,-12.895096763763757,15.731975748140309
pre-PA,1250000.0,1,1,0.0,0.0
pre-PA,1289062.5,0,0,0.0,0.0
pre-PA,1289062.5,1,0,-19.55281756471757,-39.246247453880706
pre-PA,1289062.5,0,1,-12.898008531836672,15.297692595141786
pre-PA,1289062.5,1,1,0.0,0.0
pre-PA,1328125.0,0,0,0.0,0.0
pre-PA,1328125.0,1,0,-19.54914971877392,-39.35452838033801
pre-PA,1328125.0,0,1,-12.9009503873028,14.863441911526767
pre-PA,1328125.0,1,1,0.0,0.0
pre-PA,1367187.5,0,0,0.0,0.0
pre-PA,1367187.5,1,0,-19.545479067714012,-39.46292864219043
pre-PA,1367187.5,0,1,-12.903922331887866,14.429224035384959
pre-PA,1367187.5,1,1,0.0,0.0
pre-PA,1406250.0,0,0,0.0,0.0
pre-PA,1406250.0,1,0,-19.541805698970933,-39.57144872922677
pre-PA,1406250.0,0,1,-12.906924367334753,13.995039305170074
pre-PA,1406250.0,1,1,0.0,0.0
pre-PA,1445312.5,0,0,0.0,0.0
pre-PA,1445312.5,1,0,-19.538129700086103,-39.68008912771529
pre-PA,1445312.5,0,1,-12.909956495403305,13.560888059703789
pre-PA,1445312.5,1,1,0.0,0.0
pre-PA,1484375.0,0,0,0.0,0.0
pre-PA,1484375.0,1,0,-19.53445115870532,-39.78885032040881
pre-PA,1484375.0,0,1,-12.913018717870175,13.126770638179568
pre-PA,1484375.0,1,1,0.0,0.0
pre-PA,1523437.5,0,0,0.0,0.0
pre-PA,1523437.5,1,0,-19.530770162574825,-39.89773278654996
pre-PA,1523437.5,0,1,-12.916111036528648,12.692687380166628
pre-PA,1523437.5,1,1,0.0,0.0
pre-PA,1562500.0,0,0,0.0,0.0
pre-PA,1562500.0,1,0,-19.527086799537397,-40.00673700187673
pre-PA,1562500.0,0,1,-12.919233453188472,12.258638625613775
pre-PA,1562500.0,1,1,0.0,0.0
pre-PA,1601562.5,0,0,0.0,0.0
pre-PA,1601562.5,1,0,-19.523401157528433,-40.11586343862804
pre-PA,1601562.5,0,1,-12.92238596967568,11.824624714853348
pre-PA,1601562.5,1,1,0.0,0.0
pre-PA,1640625.0,0,0,0.0,0.0
pre-PA,1640625.0,1,0,-19.519713324572066,-40.22511256554972
pre-PA,1640625.0,0,1,-12.92556858783242,11.39064598860511
pre-PA,1640625.0,1,1,0.0,0.0
pre-PA,1679687.5,0,0,0.0,0.0
pre-PA,1679687.5,1,0,-19.516023388777313,-40.33448484790053
pre-PA,1679687.5,0,1,-12.928781309516761,10.956702787980207
pre-PA,1679687.5,1,1,0.0,0.0
pre-PA,1718750.0,0,0,0.0,0.0
pre-PA,1718750.0,1,0,-19.512331438334193,-40.443980747458525
pre-PA,1718750.0,0,1,-12.932024136602534,10.522795454485022
pre-PA,1718750.0,1,1,0.0,0.0
pre-PA,1757812.5,0,0,0.0,0.0
pre-PA,1757812.5,1,0,-19.508637561509918,-40.55360072252741
pre-PA,1757812.5,0,1,-12.935297070979136,10.088924330025169
pre-PA,1757812.5,1,1,0.0,0.0
pre-PA,1796875.0,0,0,0.0,0.0
pre-PA,1796875.0,1,0,-19.504941846645064,-40.663345227943395
pre-PA,1796875.0,0,1,-12.93860011455135,9.655089756909371
pre-PA,1796875.0,1,1,0.0,0.0
pre-PA,1835937.5,0,0,0.0,0.0
pre-PA,1835937.5,1,0,-19.50124438214978,-40.77321471508179
pre-PA,1835937.5,0,1,-12.941933269239156,9.221292077853468
pre-PA,1835937.5,1,1,0.0,0.0
pre-PA,1875000.0,0,0,0.0,0.0
pre-PA,1875000.0,1,0,-19.4975452565,-40.88320963186438
pre-PA,1875000.0,0,1,-12.945296536977546,8.787531635984276
pre-PA,1875000.0,1,1,0.0,0.0
pre-PA,1914062.5,0,0,0.0,0.0
pre-PA,1914062.5,1,0,-19.493844558233686,-40.993330422766405
pre-PA,1914062.5,0,1,-12.948689919716331,8.353808774843603
pre-PA,1914062.5,1,1,0.0,0.0
pre-PA,1953125.0,0,0,0.0,0.0
pre-PA,1953125.0,1,0,-19.49014237594709,-41.10357752882413
pre-PA,1953125.0,0,1,-12.952113419419945,7.920123838392169
pre-PA,1953125.0,1,1,0.0,0.0
pre-PA,1992187.5,0,0,0.0,0.0
pre-PA,1992187.5,1,0,-19.48643879829101,-41.2139513876424
pre-PA,1992187.5,0,1,-12.955567038067263,7.486477171013597
pre-PA,1992187.5,1,1,0.0,0.0
pre-PA,2031250.0,0,0,0.0,0.0
pre-PA,2031250.0,1,0,-19.482733913967106,-41.32445243340251
pre-PA,2031250.0,0,1,-12.959050777651393,7.052869117518338
pre-PA,2031250.0,1,1,0.0,0.0
pre-PA,2070312.5,0,0,0.0,0.0
pre-PA,2070312.5,1,0,-19.479027811724194,-41.43508109687005
pre-PA,2070312.5,0,1,-12.962564640179483,6.619300023147686
pre-PA,2070312.5,1,1,0.0,0.0
pre-PA,2109375.0,0,0,0.0,0.0
pre-PA,2109375.0,1,0,-19.475320580354598,-41.54583780540318
pre-PA,2109375.0,0,1,-12.966108627672517,6.185770233577727
pre-PA,2109375.0,1,1,0.0,0.0
pre-PA,2148437.5,0,0,0.0,0.0
pre-PA,2148437.5,1,0,-19.47161230869048,-41.656722982960865
pre-PA,2148437.5,0,1,-12.969682742165109,5.752280094923352
pre-PA,2148437.5,1,1,0.0,0.0
pre-PA,2187500.0,0,0,0.0,0.0
pre-PA,2187500.0,1,0,-19.46790308560024,-41.7677370501115
pre-PA,2187500.0,0,1,-12.973286985705311,5.318829953742202
pre-PA,2187500.0,1,1,0.0,0.0
pre-PA,2226562.5,0,0,0.0,0.0
pre-PA,2226562.5,1,0,-19.46419299998487,-41.87888042404145
pre-PA,2226562.5,0,1,-12.976921360354394,4.885420157038718
pre-PA,2226562.5,1,1,0.0,0.0
pre-PA,2265625.0,0,0,0.0,0.0
pre-PA,2265625.0,1,0,-19.460482140774406,-41.99015351856401
pre-PA,2265625.0,0,1,-12.980585868186639,4.452051052268096
pre-PA,2265625.0,1,1,0.0,0.0
pre-PA,2304687.5,0,0,0.0,0.0
pre-PA,2304687.5,1,0,-19.45677059692433,-42.10155674412827
pre-PA,2304687.5,0,1,-12.984280511289136,4.01872298734034
pre-PA,2304687.5,1,1,0.0,0.0
pre-PA,2343750.0,0,0,0.0,0.0
pre-PA,2343750.0,1,0,-19.453058457412034,-42.21309050782852
pre-PA,2343750.0,0,1,-12.988005291761556,3.585436310624222
pre-PA,2343750.0,1,1,0.0,0.0
pre-PA,2382812.5,0,0,0.0,0.0
pre-PA,2382812.5,1,0,-19.449345811233293,-42.324755213413376
pre-PA,2382812.5,0,1,-12.991760211715956,3.1521913709513636
pre-PA,2382812.5,1,1,0.0,0.0
pre-PA,2421875.0,0,0,0.0,0.0
pre-PA,2421875.0,1,0,-19.445632747398754,-42.436551261295364
pre-PA,2421875.0,0,1,-12.995545273276537,2.7189885176202058
pre-PA,2421875.0,1,1,0.0,0.0
pre-PA,2460937.5,0,0,0.0,0.0
pre-PA,2460937.5,1,0,-19.441919354930462,-42.54847904856066
pre-PA,2460937.5,0,1,-12.99936047857944,2.2858281004000944
pre-PA,2460937.5,1,1,0.0,0.0
pre-PA,2500000.0,0,0,0.0,0.0
pre-PA,2500000.0,1,0,-19.438205722858374,-42.6605389689788
pre-PA,2500000.0,0,1,-13.003205829772517,1.8527104695352703
pre-PA,2500000.0,1,1,0.0,0.0
pre-PA,2539062.5,0,0,0.0,0.0
pre-PA,2539062.5,1,0,-19.43449194021694,-42.7727314130127
pre-PA,2539062.5,0,1,-13.007081329015113,1.4196359757489565
pre-PA,2539062.5,1,1,0.0,0.0
pre-PA,2578125.0,0,0,0.0,0.0
pre-PA,2578125.0,1,0,-19.43077809604166,-42.885056767828814
pre-PA,2578125.0,0,1,-13.01098697847783,0.9866049702473747
pre-PA,2578125.0,1,1,0.0,0.0
pre-PA,2617187.5,0,0,0.0,0.0
pre-PA,2617187.5,1,0,-19.427064279365688,-42.99751541730739
pre-PA,2617187.5,0,1,-13.014922780342308,0.5536178047238446
pre-PA,2617187.5,1,1,0.0,0.0
pre-PA,2656250.0,0,0,0.0,0.0
pre-PA,2656250.0,1,0,-19.423350579216475,-43.11010774205293
pre-PA,2656250.0,0,1,-13.01888873680099,0.1206748313627944
pre-PA,2656250.0,1,1,0.0,0.0
pre-PA,2695312.5,0,0,0.0,0.0
pre-PA,2695312.5,1,0,-19.419637084612372,-43.222834119404695
pre-PA,2695312.5,0,1,-13.022884850056881,-0.31222359715611214
pre-PA,2695312.5,1,1,0.0,0.0
pre-PA,2734375.0,0,0,0.0,0.0
pre-PA,2734375.0,1,0,-19.415923884559334,-43.335694923447534
pre-PA,2734375.0,0,1,-13.026911122323323,-0.7450771276539416
pre-PA,2734375.0,1,1,0.0,0.0
pre-PA,2773437.5,0,0,0.0,0.0
pre-PA,2773437.5,1,0,-19.41221106804756,-43.448690525022684
pre-PA,2773437.5,0,1,-13.030967555823757,-1.1778854064483637
pre-PA,2773437.5,1,1,0.0,0.0
pre-PA,2812500.0,0,0,0.0,0.0
pre-PA,2812500.0,1,0,-19.408498724048265,-43.56182129173881
pre-PA,2812500.0,0,1,-13.03505415279147,-1.6106480793496034
pre-PA,2812500.0,1,1,0.0,0.0
pre-PA,2851562.5,0,0,0.0,0.0
pre-PA,2851562.5,1,0,-19.404786941510338,-43.675087587983164
pre-PA,2851562.5,0,1,-13.039170915469366,-2.043364791656314
pre-PA,2851562.5,1,1,0.0,0.0
pre-PA,2890625.0,0,0,0.0,0.0
pre-PA,2890625.0,1,0,-19.401075809357156,-43.788489774932835
pre-PA,2890625.0,0,1,-13.04331784610972,-2.476035188151494
pre-PA,2890625.0,1,1,0.0,0.0
pre-PA,2929687.5,0,0,0.0,0.0
pre-PA,2929687.5,1,0,-19.397365416483318,-43.902028210566186
pre-PA,2929687.5,0,1,-13.04749494697391,-2.908658913098327
pre-PA,2929687.5,1,1,0.0,0.0
pre-PA,2968750.0,0,0,0.0,0.0
pre-PA,2968750.0,1,0,-19.393655851751458,-44.01570324967446
pre-PA,2968750.0,0,1,-13.051702220332203,-3.3412356102361565
pre-PA,2968750.0,1,1,0.0,0.0
pre-PA,3007812.5,0,0,0.0,0.0
pre-PA,3007812.5,1,0,-19.389947203989067,-44.12951524387337
pre-PA,3007812.5,0,1,-13.05593966846347,-3.7737649227762455
pre-PA,3007812.5,1,1,0.0,0.0
pre-PA,3046875.0,0,0,0.0,0.0
pre-PA,3046875.0,1,0,-19.386239561985338,-44.243464541615026
pre-PA,3046875.0,0,1,-13.060207293654951,-4.206246493397755
pre-PA,3046875.0,1,1,0.0,0.0
pre-PA,3085937.5,0,0,0.0,0.0
pre-PA,3085937.5,1,0,-19.382533014488004,-44.35755148819975
pre-PA,3085937.5,0,1,-13.064505098201991,-4.638679964243498
pre-PA,3085937.5,1,1,0.0,0.0
pre-PA,3125000.0,0,0,0.0,0.0
pre-PA,3125000.0,1,0,-19.378827650200275,-44.47177642578829
pre-PA,3125000.0,0,1,-13.06883308440777,-5.0710649769158875
pre-PA,3125000.0,1,1,0.0,0.0
pre-PA,3164062.5,0,0,0.0,0.0
pre-PA,3164062.5,1,0,-19.375123557777695,-44.5861396934139
pre-PA,3164062.5,0,1,-13.073191254583069,-5.503401172472728
pre-PA,3164062.5,1,1,0.0,0.0
pre-PA,3203125.0,0,0,0.0,0.0
pre-PA,3203125.0,1,0,-19.371420825825115,-44.70064162699469
pre-PA,3203125.0,0,1,-13.077579611045977,-5.935688191423078
pre-PA,3203125.0,1,1,0.0,0.0
pre-PA,3242187.5,0,0,0.0,0.0
pre-PA,3242187.5,1,0,-19.367719542893642,-44.81528255934605
pre-PA,3242187.5,0,1,-13.081998156121639,-6.367925673723053
pre-PA,3242187.5,1,1,0.0,0.0
pre-PA,3281250.0,0,0,0.0,0.0
pre-PA,3281250.0,1,0,-19.364019797477596,-44.93006282019325
pre-PA,3281250.0,0,1,-13.086446892141979,-6.800113258771704
pre-PA,3281250.0,1,1,0.0,0.0
pre-PA,3320312.5,0,0,0.0,0.0
pre-PA,3320312.5,1,0,-19.360321678011534,-45.04498273618399
pre-PA,3320312.5,0,1,-13.09092582144544,-7.232250585406788
pre-PA,3320312.5,1,1,0.0,0.0
pre-PA,3359375.0,0,0,0.0,0.0
pre-PA,3359375.0,1,0,-19.35662527286728,-45.16004263090131
pre-PA,3359375.0,0,1,-13.095434946376692,-7.664337291900595
pre-PA,3359375.0,1,1,0.0,0.0
pre-PA,3398437.5,0,0,0.0,0.0
pre-PA,3398437.5,1,0,-19.352930670350958,-45.27524282487632
pre-PA,3398437.5,0,1,-13.099974269286374,-8.096373015955743
pre-PA,3398437.5,1,1,0.0,0.0
pre-PA,3437500.0,0,0,0.0,0.0
pre-PA,3437500.0,1,0,-19.34923795870008,-45.39058363560141
pre-PA,3437500.0,0,1,-13.10454379253079,-8.528357394700999
pre-PA,3437500.0,1,1,0.0,0.0
pre-PA,3476562.5,0,0,0.0,0.0
pre-PA,3476562.5,1,0,-19.34554722608062,-45.50606537754313
pre-PA,3476562.5,0,1,-13.109143518471665,-8.960290064687051
pre-PA,3476562.5,1,1,0.0,0.0
pre-PA,3515625.0,0,0,0.0,0.0
pre-PA,3515625.0,1,0,-19.341858560584164,-45.621688362155545
pre-PA,3515625.0,0,1,-13.11377344947581,-9.392170661882284
pre-PA,3515625.0,1,1,0.0,0.0
pre-PA,3554687.5,0,0,0.0,0.0
pre-PA,3554687.5,1,0,-19.338172050225026,-45.73745289789346
pre-PA,3554687.5,0,1,-13.118433587914877,-9.823998821668543
pre-PA,3554687.5,1,1,0.0,0.0
pre-PA,3593750.0,0,0,0.0,0.0
pre-PA,3593750.0,1,0,-19.334487782937426,-45.85335929022594
pre-PA,3593750.0,0,1,-13.12312393616505,-10.255774178836965
pre-PA,3593750.0,1,1,0.0,0.0
pre-PA,3632812.5,0,0,0.0,0.0
pre-PA,3632812.5,1,0,-19.330805846572684,-45.96940784164965
pre-PA,3632812.5,0,1,-13.127844496606752,-10.68749636758364
pre-PA,3632812.5,1,1,0.0,0.0
pre-PA,3671875.0,0,0,0.0,0.0
pre-PA,3671875.0,1,0,-19.327126328896426,-46.08559885170264
pre-PA,3671875.0,0,1,-13.132595271624357,-11.119165021505445
pre-PA,3671875.0,1,1,0.0,0.0
pre-PA,3710937.5,0,0,0.0,0.0
pre-PA,3710937.5,1,0,-19.323449317585812,-46.20193261697796
pre-PA,3710937.5,0,1,-13.137376263605884,-11.550779773595728
pre-PA,3710937.5,1,1,0.0,0.0
pre-PA,3750000.0,0,0,0.0,0.0
pre-PA,3750000.0,1,0,-19.31977490022682,-46.318409431137454
pre-PA,3750000.0,0,1,-13.142187474942704,-11.9823402562401
pre-PA,3750000.0,1,1,0.0,0.0
pre-PA,3789062.5,0,0,0.0,0.0
pre-PA,3789062.5,1,0,-19.316103164311517,-46.43502958492564
pre-PA,3789062.5,0,1,-13.147028908029226,-12.413846101212101
pre-PA,3789062.5,1,1,0.0,0.0
pre-PA,3828125.0,0,0,0.0,0.0
pre-PA,3828125.0,1,0,-19.312434197235355,-46.55179336618375
pre-PA,3828125.0,0,1,-13.151900565262597,-12.845296939669
pre-PA,3828125.0,1,1,0.0,0.0
pre-PA,3867187.5,0,0,0.0,0.0
pre-PA,3867187.5,1,0,-19.30876808629452,-46.66870105986374
pre-PA,3867187.5,0,1,-13.156802449042397,-13.276692402147402
pre-PA,3867187.5,1,1,0.0,0.0
pre-PA,3906250.0,0,0,0.0,0.0
pre-PA,3906250.0,1,0,-19.305104918683284,-46.785752948042465
pre-PA,3906250.0,0,1,-13.161734561770322,-13.70803211855908
pre-PA,3906250.0,1,1,0.0,0.0
pre-PA,3945312.5,0,0,0.0,0.0
pre-PA,3945312.5,1,0,-19.301444781491377,-46.902949309935856
pre-PA,3945312.5,0,1,-13.166696905849866,-14.139315718186547
pre-PA,3945312.5,1,1,0.0,0.0
pre-PA,3984375.0,0,0,0.0,0.0
pre-PA,3984375.0,1,0,-19.297787761701386,-47.02029042191335
pre-PA,3984375.0,0,1,-13.171689483686006,-14.570542829678844
pre-PA,3984375.0,1,1,0.0,0.0
pre-PA,4023437.5,0,0,0.0,0.0
pre-PA,4023437.5,1,0,-19.294133946186196,-47.13777655751214
pre-PA,4023437.5,0,1,-13.176712297684894,-15.001713081047162
pre-PA,4023437.5,1,1,0.0,0.0
pre-PA,4062500.0,0,0,0.0,0.0
pre-PA,4062500.0,1,0,-19.29048342170643,-47.255407987451804
pre-PA,4062500.0,0,1,-13.181765350253507,-15.432826099660542
pre-PA,4062500.0,1,1,0.0,0.0
pre-PA,4101562.5,0,0,0.0,0.0
pre-PA,4101562.5,1,0,-19.28683627490791,-47.373184979648705
pre-PA,4101562.5,0,1,-13.186848643799344,-15.863881512241516
pre-PA,4101562.5,1,1,0.0,0.0
pre-PA,4140625.0,0,0,0.0,0.0
pre-PA,4140625.0,1,0,-19.283192592319185,-47.49110779923075
pre-PA,4140625.0,0,1,-13.191962180730094,-16.29487894486183
pre-PA,4140625.0,1,1,0.0,0.0
pre-PA,4179687.5,0,0,0.0,0.0
pre-PA,4179687.5,1,0,-19.279552460349013,-47.60917670855198
pre-PA,4179687.5,0,1,-13.197105963453295,-16.72581802293797
pre-PA,4179687.5,1,1,0.0,0.0
pre-PA,4218750.0,0,0,0.0,0.0
pre-PA,4218750.0,1,0,-19.275915965283943,-47.7273919672074
pre-PA,4218750.0,0,1,-13.202279994375992,-17.15669837122697
pre-PA,4218750.0,1,1,0.0,0.0
pre-PA,4257812.5,0,0,0.0,0.0
pre-PA,4257812.5,1,0,-19.272283193285848,-47.845753832047784
pre-PA,4257812.5,0,1,-13.20748427590443,-17.587519613821875
pre-PA,4257812.5,1,1,0.0,0.0
pre-PA,4296875.0,0,0,0.0,0.0
pre-PA,4296875.0,1,0,-19.268654230389537,-47.96426255719463
pre-PA,4296875.0,0,1,-13.212718810443691,-18.018281374147513
pre-PA,4296875.0,1,1,0.0,0.0
pre-PA,4335937.5,0,0,0.0,0.0
pre-PA,4335937.5,1,0,-19.265029162500362,-48.082918394055014
pre-PA,4335937.5,0,1,-13.21798360039734,-18.448983274955978
pre-PA,4335937.5,1,1,0.0,0.0
pre-PA,4375000.0,0,0,0.0,0.0
pre-PA,4375000.0,1,0,-19.26140807539186,-48.201721591336785
pre-PA,4375000.0,0,1,-13.223278648167092,-18.879624938322344
pre-PA,4375000.0,1,1,0.0,0.0
pre-PA,4414062.5,0,0,0.0,0.0
pre-PA,4414062.5,1,0,-19.257791054703414,-48.3206723950635
pre-PA,4414062.5,0,1,-13.228603956152476,-19.310205985640252
pre-PA,4414062.5,1,1,0.0,0.0
pre-PA,4453125.0,0,0,0.0,0.0
pre-PA,4453125.0,1,0,-19.25417818593794,-48.4397710485897
pre-PA,4453125.0,0,1,-13.233959526750454,-19.740726037617424
pre-PA,4453125.0,1,1,0.0,0.0
pre-PA,4492187.5,0,0,0.0,0.0
pre-PA,4492187.5,1,0,-19.25056955445958,-48.55901779261605
pre-PA,4492187.5,0,1,-13.239345362355088,-20.171184714271316
pre-PA,4492187.5,1,1,0.0,0.0
pre-PA,4531250.0,0,0,0.0,0.0
pre-PA,4531250.0,1,0,-19.246965245491452,-48.678412865204635
pre-PA,4531250.0,0,1,-13.24476146535715,-20.60158163492473
pre-PA,4531250.0,1,1,0.0,0.0
