stageName,frequencyHz,sourceChain,destinationChain,magnitudeDb,phaseDegrees
post-PA,-9921875.0,0,1,-12.344158635471377,36.81785118739348
post-PA,-9921875.0,1,1,0.0,0.0
post-PA,-9882812.5,0,0,0.0,0.0
post-PA,-9882812.5,1,0,-17.835634648511757,175.1762195226049
post-PA,-9882812.5,0,1,-12.337101729348891,36.598819126606266
post-PA,-9882812.5,1,1,0.0,0.0
post-PA,-9843750.0,0,0,0.0,0.0
post-PA,-9843750.0,1,0,-17.83839206522294,174.67301400315284
post-PA,-9843750.0,0,1,-12.330065551487536,36.379679650616154
post-PA,-9843750.0,1,1,0.0,0.0
post-PA,-9804687.5,0,0,0.0,0.0
post-PA,-9804687.5,1,0,-17.841152973859206,174.16994102122058
post-PA,-9804687.5,0,1,-12.32305012226841,36.16043316874634
post-PA,-9804687.5,1,1,0.0,0.0
post-PA,-9765625.0,0,0,0.0,0.0
post-PA,-9765625.0,1,0,-17.843917327422297,173.66700050078504
post-PA,-9765625.0,0,1,-12.316055461929443,35.94108008976072
post-PA,-9765625.0,1,1,0.0,0.0
post-PA,-9726562.5,0,0,0.0,0.0
post-PA,-9726562.5,1,0,-17.846685078733344,173.1641923644356
post-PA,-9726562.5,0,1,-12.309081590566224,35.721620821864356
post-PA,-9726562.5,1,1,0.0,0.0
post-PA,-9687500.0,0,0,0.0,0.0
post-PA,-9687500.0,1,0,-17.84945618043358,172.66151653336607
post-PA,-9687500.0,0,1,-12.302128528132846,35.50205577270403
post-PA,-9687500.0,1,1,0.0,0.0
post-PA,-9648437.5,0,0,0.0,0.0
post-PA,-9648437.5,1,0,-17.852230584985087,172.15897292736662
post-PA,-9648437.5,0,1,-12.295196294442704,35.28238534936883
post-PA,-9648437.5,1,1,0.0,0.0
post-PA,-9609375.0,0,0,0.0,0.0
post-PA,-9609375.0,1,0,-17.855008244671534,171.65656146481567
post-PA,-9609375.0,0,1,-12.288284909169327,35.062609958390695
post-PA,-9609375.0,1,1,0.0,0.0
post-PA,-9570312.5,0,0,0.0,0.0
post-PA,-9570312.5,1,0,-17.857789111598947,171.1542820626717
post-PA,-9570312.5,0,1,-12.281394391847185,34.84273000574501
post-PA,-9570312.5,1,1,0.0,0.0
post-PA,-9531250.0,0,0,0.0,0.0
post-PA,-9531250.0,1,0,-17.86057313769644,170.65213463646535
post-PA,-9531250.0,0,1,-12.274524761872508,34.62274589685132
post-PA,-9531250.0,1,1,0.0,0.0
post-PA,-9492187.5,0,0,0.0,0.0
post-PA,-9492187.5,1,0,-17.863360274717028,170.150119100291
post-PA,-9492187.5,0,1,-12.26767603850407,34.402658036573776
post-PA,-9492187.5,1,1,0.0,0.0
post-PA,-9453125.0,0,0,0.0,0.0
post-PA,-9453125.0,1,0,-17.866150474238395,169.6482353667989
post-PA,-9453125.0,0,1,-12.260848240864012,34.182466829221994
post-PA,-9453125.0,1,1,0.0,0.0
post-PA,-9414062.5,0,0,0.0,0.0
post-PA,-9414062.5,1,0,-17.86894368766369,169.14648334718686
post-PA,-9414062.5,0,1,-12.25404138793862,33.96217267855159
post-PA,-9414062.5,1,1,0.0,0.0
post-PA,-9375000.0,0,0,0.0,0.0
post-PA,-9375000.0,1,0,-17.87173986622236,168.6448629511922
post-PA,-9375000.0,0,1,-12.24725549857914,33.741775987764946
post-PA,-9375000.0,1,1,0.0,0.0
post-PA,-9335937.5,0,0,0.0,0.0
post-PA,-9335937.5,1,0,-17.87453896097092,168.1433740870835
post-PA,-9335937.5,0,1,-12.240490591502533,33.5212771595119
post-PA,-9335937.5,1,1,0.0,0.0
post-PA,-9296875.0,0,0,0.0,0.0
post-PA,-9296875.0,1,0,-17.87734092279383,167.64201666165252
post-PA,-9296875.0,0,1,-12.233746685292289,33.300676595890444
post-PA,-9296875.0,1,1,0.0,0.0
post-PA,-9257812.5,0,0,0.0,0.0
post-PA,-9257812.5,1,0,-17.880145702404313,167.14079058020587
post-PA,-9257812.5,0,1,-12.227023798399197,33.07997469844753
post-PA,-9257812.5,1,1,0.0,0.0
post-PA,-9218750.0,0,0,0.0,0.0
post-PA,-9218750.0,1,0,-17.88295325034521,166.63969574655715
post-PA,-9218750.0,0,1,-12.220321949142111,32.859171868179786
post-PA,-9218750.0,1,1,0.0,0.0
post-PA,-9179687.5,0,0,0.0,0.0
post-PA,-9179687.5,1,0,-17.88576351698984,166.13873206301835
post-PA,-9179687.5,0,1,-12.213641155708732,32.6382685055343
post-PA,-9179687.5,1,1,0.0,0.0
post-PA,-9140625.0,0,0,0.0,0.0
post-PA,-9140625.0,1,0,-17.888576452542885,165.63789943039203
post-PA,-9140625.0,0,1,-12.206981436156376,32.41726501040948
post-PA,-9140625.0,1,1,0.0,0.0
post-PA,-9101562.5,0,0,0.0,0.0
post-PA,-9101562.5,1,0,-17.891392007041247,165.13719774796292
post-PA,-9101562.5,0,1,-12.20034280841273,32.19616178215575
post-PA,-9101562.5,1,1,0.0,0.0
post-PA,-9062500.0,0,0,0.0,0.0
post-PA,-9062500.0,1,0,-17.894210130354985,164.6366269134897
post-PA,-9062500.0,0,1,-12.193725290276621,31.974959219576537
post-PA,-9062500.0,1,1,0.0,0.0
post-PA,-9023437.5,0,0,0.0,0.0
post-PA,-9023437.5,1,0,-17.89703077218818,164.136186823197
post-PA,-9023437.5,0,1,-12.187128899418752,31.753657720928956
post-PA,-9023437.5,1,1,0.0,0.0
post-PA,-8984375.0,0,0,0.0,0.0
post-PA,-8984375.0,1,0,-17.89985388207988,163.635877371767
post-PA,-8984375.0,0,1,-12.18055365338249,31.532257683924815
post-PA,-8984375.0,1,1,0.0,0.0
post-PA,-8945312.5,0,0,0.0,0.0
post-PA,-8945312.5,1,0,-17.902679409405014,163.13569845233138
post-PA,-8945312.5,0,1,-12.173999569584566,31.310759505731404
post-PA,-8945312.5,1,1,0.0,0.0
post-PA,-8906250.0,0,0,0.0,0.0
post-PA,-8906250.0,1,0,-17.90550730337534,162.63564995646297
post-PA,-8906250.0,0,1,-12.167466665315857,31.089163582972446
post-PA,-8906250.0,1,1,0.0,0.0
post-PA,-8867187.5,0,0,0.0,0.0
post-PA,-8867187.5,1,0,-17.9083375130404,162.13573177416765
post-PA,-8867187.5,0,1,-12.160954957742103,30.86747031172896
post-PA,-8867187.5,1,1,0.0,0.0
post-PA,-8828125.0,0,0,0.0,0.0
post-PA,-8828125.0,1,0,-17.911169987288474,161.63594379387615
post-PA,-8828125.0,0,1,-12.15446446390465,30.645680087540256
post-PA,-8828125.0,1,1,0.0,0.0
post-PA,-8789062.5,0,0,0.0,0.0
post-PA,-8789062.5,1,0,-17.914004674847554,161.13628590243576
post-PA,-8789062.5,0,1,-12.147995200721187,30.423793305404832
post-PA,-8789062.5,1,1,0.0,0.0
post-PA,-8750000.0,0,0,0.0,0.0
post-PA,-8750000.0,1,0,-17.91684152428634,160.63675798510226
post-PA,-8750000.0,0,1,-12.141547184986461,30.20181035978133
post-PA,-8750000.0,1,1,0.0,0.0
post-PA,-8710937.5,0,0,0.0,0.0
post-PA,-8710937.5,1,0,-17.919680484015224,160.13735992553168
post-PA,-8710937.5,0,1,-12.135120433373,29.979731644589535
post-PA,-8710937.5,1,1,0.0,0.0
post-PA,-8671875.0,0,0,0.0,0.0
post-PA,-8671875.0,1,0,-17.922521502287314,159.6380916057719
post-PA,-8671875.0,0,1,-12.128714962431854,29.75755755321136
post-PA,-8671875.0,1,1,0.0,0.0
post-PA,-8632812.5,0,0,0.0,0.0
post-PA,-8632812.5,1,0,-17.925364527199438,159.13895290625487
post-PA,-8632812.5,0,1,-12.122330788593278,29.53528847849184
post-PA,-8632812.5,1,1,0.0,0.0
post-PA,-8593750.0,0,0,0.0,0.0
post-PA,-8593750.0,1,0,-17.928209506693186,158.63994370578808
post-PA,-8593750.0,0,1,-12.115967928167468,29.31292481274017
post-PA,-8593750.0,1,1,0.0,0.0
post-PA,-8554687.5,0,0,0.0,0.0
post-PA,-8554687.5,1,0,-17.93105638855596,158.14106388154653
post-PA,-8554687.5,0,1,-12.10962639734526,29.090466947730686
post-PA,-8554687.5,1,1,0.0,0.0
post-PA,-8515625.0,0,0,0.0,0.0
post-PA,-8515625.0,1,0,-17.933905120422008,157.6423133090645
post-PA,-8515625.0,0,1,-12.103306212198827,28.86791527470403
post-PA,-8515625.0,1,1,0.0,0.0
post-PA,-8476562.5,0,0,0.0,0.0
post-PA,-8476562.5,1,0,-17.93675564977351,157.14369186222746
post-PA,-8476562.5,0,1,-12.097007388682394,28.645270184368037
post-PA,-8476562.5,1,1,0.0,0.0
post-PA,-8437500.0,0,0,0.0,0.0
post-PA,-8437500.0,1,0,-17.939607923941658,156.64519941326378
post-PA,-8437500.0,0,1,-12.090729942632928,28.422532066899006
post-PA,-8437500.0,1,1,0.0,0.0
post-PA,-8398437.5,0,0,0.0,0.0
post-PA,-8398437.5,1,0,-17.942461890107726,156.14683583273677
post-PA,-8398437.5,0,1,-12.08447388977081,28.199701311942594
post-PA,-8398437.5,1,1,0.0,0.0
post-PA,-8359375.0,0,0,0.0,0.0
post-PA,-8359375.0,1,0,-17.945317495304195,155.6486009895363
post-PA,-8359375.0,0,1,-12.078239245700559,27.976778308615124
post-PA,-8359375.0,1,1,0.0,0.0
post-PA,-8320312.5,0,0,0.0,0.0
post-PA,-8320312.5,1,0,-17.94817468641586,155.1504947508709
post-PA,-8320312.5,0,1,-12.07202602591149,27.753763445504514
post-PA,-8320312.5,1,1,0.0,0.0
post-PA,-8281250.0,0,0,0.0,0.0
post-PA,-8281250.0,1,0,-17.95103341018094,154.65251698225947
post-PA,-8281250.0,0,1,-12.065834245778401,27.530657110671545
post-PA,-8281250.0,1,1,0.0,0.0
post-PA,-8242187.5,0,0,0.0,0.0
post-PA,-8242187.5,1,0,-17.95389361319225,154.15466754752327
post-PA,-8242187.5,0,1,-12.059663920562256,27.307459691650887
post-PA,-8242187.5,1,1,0.0,0.0
post-PA,-8203125.0,0,0,0.0,0.0
post-PA,-8203125.0,1,0,-17.95675524189832,153.6569463087777
post-PA,-8203125.0,0,1,-12.053515065410839,27.084171575452384
post-PA,-8203125.0,1,1,0.0,0.0
post-PA,-8164062.5,0,0,0.0,0.0
post-PA,-8164062.5,1,0,-17.95961824260457,153.1593531264243
post-PA,-8164062.5,0,1,-12.047387695359454,26.860793148562113
post-PA,-8164062.5,1,1,0.0,0.0
post-PA,-8125000.0,0,0,0.0,0.0
post-PA,-8125000.0,1,0,-17.96248256147449,152.6618878591428
post-PA,-8125000.0,0,1,-12.04128182533157,26.63732479694363
post-PA,-8125000.0,1,1,0.0,0.0
post-PA,-8085937.5,0,0,0.0,0.0
post-PA,-8085937.5,1,0,-17.96534814453081,152.16455036388277
post-PA,-8085937.5,0,1,-12.035197470139469,26.41376690603913
post-PA,-8085937.5,1,1,0.0,0.0
post-PA,-8046875.0,0,0,0.0,0.0
post-PA,-8046875.0,1,0,-17.968214937656708,151.66734049585577
post-PA,-8046875.0,0,1,-12.029134644484941,26.19011986077069
post-PA,-8046875.0,1,1,0.0,0.0
post-PA,-8007812.5,0,0,0.0,0.0
post-PA,-8007812.5,1,0,-17.97108288659703,151.17025810852732
post-PA,-8007812.5,0,1,-12.023093362959905,25.966384045541428
post-PA,-8007812.5,1,1,0.0,0.0
post-PA,-7968750.0,0,0,0.0,0.0
post-PA,-7968750.0,1,0,-17.973951936959494,150.67330305360878
post-PA,-7968750.0,0,1,-12.017073640047077,25.74255984423682
post-PA,-7968750.0,1,1,0.0,0.0
post-PA,-7929687.5,0,0,0.0,0.0
post-PA,-7929687.5,1,0,-17.97682203421594,150.17647518104943
post-PA,-7929687.5,0,1,-12.011075490120609,25.518647640225847
post-PA,-7929687.5,1,1,0.0,0.0
post-PA,-7890625.0,0,0,0.0,0.0
post-PA,-7890625.0,1,0,-17.979693123703562,149.6797743390285
post-PA,-7890625.0,0,1,-12.00509892744673,25.294647816362353
post-PA,-7890625.0,1,1,0.0,0.0
post-PA,-7851562.5,0,0,0.0,0.0
post-PA,-7851562.5,1,0,-17.982565150626183,149.1832003739472
post-PA,-7851562.5,0,1,-11.999143966184398,25.070560754986204
post-PA,-7851562.5,1,1,0.0,0.0
post-PA,-7812500.0,0,0,0.0,0.0
post-PA,-7812500.0,1,0,-17.98543806005552,148.68675313042067
post-PA,-7812500.0,0,1,-11.993210620385925,24.84638683792465
post-PA,-7812500.0,1,1,0.0,0.0
post-PA,-7773437.5,0,0,0.0,0.0
post-PA,-7773437.5,1,0,-17.988311796932457,148.19043245127028
post-PA,-7773437.5,0,1,-11.987298903997605,24.622126446493578
post-PA,-7773437.5,1,1,0.0,0.0
post-PA,-7734375.0,0,0,0.0,0.0
post-PA,-7734375.0,1,0,-17.99118630606836,147.69423817751544
post-PA,-7734375.0,0,1,-11.98140883086035,24.397779961498824
post-PA,-7734375.0,1,1,0.0,0.0
post-PA,-7695312.5,0,0,0.0,0.0
post-PA,-7695312.5,1,0,-17.994061532146375,147.19817014836607
post-PA,-7695312.5,0,1,-11.975540414710316,24.173347763237448
post-PA,-7695312.5,1,1,0.0,0.0
post-PA,-7656250.0,0,0,0.0,0.0
post-PA,-7656250.0,1,0,-17.996937419722755,146.70222820121444
post-PA,-7656250.0,0,1,-11.96969366917952,23.948830231499155
post-PA,-7656250.0,1,1,0.0,0.0
post-PA,-7617187.5,0,0,0.0,0.0
post-PA,-7617187.5,1,0,-17.99981391322817,146.20641217162748
post-PA,-7617187.5,0,1,-11.96386860779646,23.72422774556748
post-PA,-7617187.5,1,1,0.0,0.0
post-PA,-7578125.0,0,0,0.0,0.0
post-PA,-7578125.0,1,0,-18.002690956969097,145.71072189333887
post-PA,-7578125.0,0,1,-11.958065243986713,23.49954068422129
post-PA,-7578125.0,1,1,0.0,0.0
post-PA,-7539062.5,0,0,0.0,0.0
post-PA,-7539062.5,1,0,-18.005568495129125,145.21515719824149
post-PA,-7539062.5,0,1,-11.952283591073574,23.274769425736004
post-PA,-7539062.5,1,1,0.0,0.0
post-PA,-7500000.0,0,0,0.0,0.0
post-PA,-7500000.0,1,0,-18.008446471770373,144.71971791637938
post-PA,-7500000.0,0,1,-11.946523662278643,23.049914347885057
post-PA,-7500000.0,1,1,0.0,0.0
post-PA,-7460937.5,0,0,0.0,0.0
post-PA,-7460937.5,1,0,-18.011324830834834,144.2244038759402
post-PA,-7460937.5,0,1,-11.940785470722435,22.824975827941234
post-PA,-7460937.5,1,1,0.0,0.0
post-PA,-7421875.0,0,0,0.0,0.0
post-PA,-7421875.0,1,0,-18.0142035161458,143.72921490324742
post-PA,-7421875.0,0,1,-11.935069029424971,22.599954242678038
post-PA,-7421875.0,1,1,0.0,0.0
post-PA,-7382812.5,0,0,0.0,0.0
post-PA,-7382812.5,1,0,-18.017082471409246,143.23415082275272
post-PA,-7382812.5,0,1,-11.929374351306382,22.374849968371123
post-PA,-7382812.5,1,1,0.0,0.0
post-PA,-7343750.0,0,0,0.0,0.0
post-PA,-7343750.0,1,0,-18.019961640215268,142.7392114570283
post-PA,-7343750.0,0,1,-11.923701449187504,22.14966338079968
post-PA,-7343750.0,1,1,0.0,0.0
post-PA,-7304687.5,0,0,0.0,0.0
post-PA,-7304687.5,1,0,-18.02284096603951,142.2443966267593
post-PA,-7304687.5,0,1,-11.91805033579046,21.92439485524785
post-PA,-7304687.5,1,1,0.0,0.0
post-PA,-7265625.0,0,0,0.0,0.0
post-PA,-7265625.0,1,0,-18.025720392244597,141.7497061507362
post-PA,-7265625.0,0,1,-11.912421023739244,21.699044766506194
post-PA,-7265625.0,1,1,0.0,0.0
post-PA,-7226562.5,0,0,0.0,0.0
post-PA,-7226562.5,1,0,-18.028599862081606,141.2551398458472
post-PA,-7226562.5,0,1,-11.90681352556031,21.473613488873024
post-PA,-7226562.5,1,1,0.0,0.0
post-PA,-7187500.0,0,0,0.0,0.0
post-PA,-7187500.0,1,0,-18.03147931869154,140.76069752707087
post-PA,-7187500.0,0,1,-11.901227853683146,21.248101396155985
post-PA,-7187500.0,1,1,0.0,0.0
post-PA,-7148437.5,0,0,0.0,0.0
post-PA,-7148437.5,1,0,-18.034358705106794,140.26637900746846
post-PA,-7148437.5,0,1,-11.895664020440853,21.022508861673373
post-PA,-7148437.5,1,1,0.0,0.0
post-PA,-7109375.0,0,0,0.0,0.0
post-PA,-7109375.0,1,0,-18.037237964252657,139.77218409817667
post-PA,-7109375.0,0,1,-11.89012203807071,20.796836258255723
post-PA,-7109375.0,1,1,0.0,0.0
post-PA,-7070312.5,0,0,0.0,0.0
post-PA,-7070312.5,1,0,-18.040117038948825,139.2781126084
post-PA,-7070312.5,0,1,-11.88460191871475,20.571083958247165
post-PA,-7070312.5,1,1,0.0,0.0
post-PA,-7031250.0,0,0,0.0,0.0
post-PA,-7031250.0,1,0,-18.042995871910904,138.78416434540352
post-PA,-7031250.0,0,1,-11.879103674420321,20.34525233350702
post-PA,-7031250.0,1,1,0.0,0.0
post-PA,-6992187.5,0,0,0.0,0.0
post-PA,-6992187.5,1,0,-18.04587440575198,138.2903391145056
post-PA,-6992187.5,0,1,-11.873627317140638,20.119341755411178
post-PA,-6992187.5,1,1,0.0,0.0
post-PA,-6953125.0,0,0,0.0,0.0
post-PA,-6953125.0,1,0,-18.04875258298412,137.7966367190704
post-PA,-6953125.0,0,1,-11.86817285873536,19.893352594853678
post-PA,-6953125.0,1,1,0.0,0.0
post-PA,-6914062.5,0,0,0.0,0.0
post-PA,-6914062.5,1,0,-18.05163034601994,137.3030569605007
post-PA,-6914062.5,0,1,-11.862740310971127,19.667285222248175
post-PA,-6914062.5,1,1,0.0,0.0
post-PA,-6875000.0,0,0,0.0,0.0
post-PA,-6875000.0,1,0,-18.0545076371742,136.80959963823076
post-PA,-6875000.0,0,1,-11.857329685522126,19.441140007529487
post-PA,-6875000.0,1,1,0.0,0.0
post-PA,-6835937.5,0,0,0.0,0.0
post-PA,-6835937.5,1,0,-18.057384398665363,136.31626454971902
post-PA,-6835937.5,0,1,-11.851940993970622,19.214917320155077
post-PA,-6835937.5,1,1,0.0,0.0
post-PA,-6796875.0,0,0,0.0,0.0
post-PA,-6796875.0,1,0,-18.06026057261718,135.82305149044106
post-PA,-6796875.0,0,1,-11.846574247807524,18.988617529106634
post-PA,-6796875.0,1,1,0.0,0.0
post-PA,-6757812.5,0,0,0.0,0.0
post-PA,-6757812.5,1,0,-18.063136101060344,135.32996025388232
post-PA,-6757812.5,0,1,-11.841229458432903,18.76224100289155
post-PA,-6757812.5,1,1,0.0,0.0
post-PA,-6718750.0,0,0,0.0,0.0
post-PA,-6718750.0,1,0,-18.066010925934044,134.8369906315314
post-PA,-6718750.0,0,1,-11.835906637156537,18.53578810954455
post-PA,-6718750.0,1,1,0.0,0.0
post-PA,-6679687.5,0,0,0.0,0.0
post-PA,-6679687.5,1,0,-18.068884989087657,134.34414241287251
post-PA,-6679687.5,0,1,-11.830605795198464,18.309259216629176
post-PA,-6679687.5,1,1,0.0,0.0
post-PA,-6640625.0,0,0,0.0,0.0
post-PA,-6640625.0,1,0,-18.071758232282352,133.8514153853791
post-PA,-6640625.0,0,1,-11.825326943689484,18.082654691239412
post-PA,-6640625.0,1,1,0.0,0.0
post-PA,-6601562.5,0,0,0.0,0.0
post-PA,-6601562.5,1,0,-18.074630597192765,133.3588093345065
post-PA,-6601562.5,0,1,-11.820070093671708,17.855974900001186
post-PA,-6601562.5,1,1,0.0,0.0
post-PA,-6562500.0,0,0,0.0,0.0
post-PA,-6562500.0,1,0,-18.077502025408666,132.8663240436853
post-PA,-6562500.0,0,1,-11.814835256099077,17.62922020907403
post-PA,-6562500.0,1,1,0.0,0.0
post-PA,-6523437.5,0,0,0.0,0.0
post-PA,-6523437.5,1,0,-18.080372458436642,132.37395929431435
post-PA,-6523437.5,0,1,-11.809622441837872,17.402390984152603
post-PA,-6523437.5,1,1,0.0,0.0
post-PA,-6484375.0,0,0,0.0,0.0
post-PA,-6484375.0,1,0,-18.083241837701788,131.8817148657541
post-PA,-6484375.0,0,1,-11.804431661667252,17.17548759046833
post-PA,-6484375.0,1,1,0.0,0.0
post-PA,-6445312.5,0,0,0.0,0.0
post-PA,-6445312.5,1,0,-18.08611010454941,131.3895905353199
post-PA,-6445312.5,0,1,-11.799262926279754,16.948510392790947
post-PA,-6445312.5,1,1,0.0,0.0
post-PA,-6406250.0,0,0,0.0,0.0
post-PA,-6406250.0,1,0,-18.08897720024675,130.89758607827528
post-PA,-6406250.0,0,1,-11.794116246281806,16.721459755430203
post-PA,-6406250.0,1,1,0.0,0.0
post-PA,-6367187.5,0,0,0.0,0.0
post-PA,-6367187.5,1,0,-18.091843065984722,130.40570126782524
post-PA,-6367187.5,0,1,-11.788991632194248,16.494336042237386
post-PA,-6367187.5,1,1,0.0,0.0
post-PA,-6328125.0,0,0,0.0,0.0
post-PA,-6328125.0,1,0,-18.094707642879644,129.9139358751098
post-PA,-6328125.0,0,1,-11.783889094452817,16.267139616607007
post-PA,-6328125.0,1,1,0.0,0.0
post-PA,-6289062.5,0,0,0.0,0.0
post-PA,-6289062.5,1,0,-18.097570871974995,129.42228966919754
post-PA,-6289062.5,0,1,-11.778808643408665,16.03987084147839
post-PA,-6289062.5,1,1,0.0,0.0
post-PA,-6250000.0,0,0,0.0,0.0
post-PA,-6250000.0,1,0,-18.10043269424319,128.930762417079
post-PA,-6250000.0,0,1,-11.773750289328852,15.812530079337337
post-PA,-6250000.0,1,1,0.0,0.0
post-PA,-6210937.5,0,0,0.0,0.0
post-PA,-6210937.5,1,0,-18.10329305058736,128.43935388366037
post-PA,-6210937.5,0,1,-11.768714042396844,15.585117692217771
post-PA,-6210937.5,1,1,0.0,0.0
post-PA,-6171875.0,0,0,0.0,0.0
post-PA,-6171875.0,1,0,-18.106151881843136,127.94806383175704
post-PA,-6171875.0,0,1,-11.76369991271299,15.357634041703367
post-PA,-6171875.0,1,1,0.0,0.0
post-PA,-6132812.5,0,0,0.0,0.0
post-PA,-6132812.5,1,0,-18.10900912878046,127.45689202208752
post-PA,-6132812.5,0,1,-11.75870791029505,15.130079488929224
post-PA,-6132812.5,1,1,0.0,0.0
post-PA,-6093750.0,0,0,0.0,0.0
post-PA,-6093750.0,1,0,-18.1118647321054,126.96583821326698
post-PA,-6093750.0,0,1,-11.75373804507863,14.902454394583552
post-PA,-6093750.0,1,1,0.0,0.0
post-PA,-6054687.5,0,0,0.0,0.0
post-PA,-6054687.5,1,0,-18.114718632461976,126.4749021618012
post-PA,-6054687.5,0,1,-11.748790326917709,14.674759118909277
post-PA,-6054687.5,1,1,0.0,0.0
post-PA,-6015625.0,0,0,0.0,0.0
post-PA,-6015625.0,1,0,-18.117570770434018,125.9840836220805
post-PA,-6015625.0,0,1,-11.74386476558509,14.44699402170581
post-PA,-6015625.0,1,1,0.0,0.0
post-PA,-5976562.5,0,0,0.0,0.0
post-PA,-5976562.5,1,0,-18.120421086546976,125.4933823463736
post-PA,-5976562.5,0,1,-11.738961370772891,14.21915946233065
post-PA,-5976562.5,1,1,0.0,0.0
post-PA,-5937500.0,0,0,0.0,0.0
post-PA,-5937500.0,1,0,-18.123269521269837,125.00279808482169
post-PA,-5937500.0,0,1,-11.734080152093016,13.9912557997011
post-PA,-5937500.0,1,1,0.0,0.0
post-PA,-5898437.5,0,0,0.0,0.0
post-PA,-5898437.5,1,0,-18.126116015016976,124.51233058543245
post-PA,-5898437.5,0,1,-11.729221119077629,13.763283392295989
post-PA,-5898437.5,1,1,0.0,0.0
post-PA,-5859375.0,0,0,0.0,0.0
post-PA,-5859375.0,1,0,-18.12896050815003,124.02197959407437
post-PA,-5859375.0,0,1,-11.724384281179605,13.535242598157355
post-PA,-5859375.0,1,1,0.0,0.0
post-PA,-5820312.5,0,0,0.0,0.0
post-PA,-5820312.5,1,0,-18.131802940979835,123.53174485447072
post-PA,-5820312.5,0,1,-11.719569647773023,13.307133774892112
post-PA,-5820312.5,1,1,0.0,0.0
post-PA,-5781250.0,0,0,0.0,0.0
post-PA,-5781250.0,1,0,-18.134643253768296,123.04162610819402
post-PA,-5781250.0,0,1,-11.714777228153599,13.078957279673858
post-PA,-5781250.0,1,1,0.0,0.0
post-PA,-5742187.5,0,0,0.0,0.0
post-PA,-5742187.5,1,0,-18.13748138673035,122.55162309466021
post-PA,-5742187.5,0,1,-11.710007031539163,12.850713469244475
post-PA,-5742187.5,1,1,0.0,0.0
post-PA,-5703125.0,0,0,0.0,0.0
post-PA,-5703125.0,1,0,-18.140317280035877,122.06173555112336
post-PA,-5703125.0,0,1,-11.705259067070111,12.622402699915972
post-PA,-5703125.0,1,1,0.0,0.0
post-PA,-5664062.5,0,0,0.0,0.0
post-PA,-5664062.5,1,0,-18.14315087381165,121.57196321266974
post-PA,-5664062.5,0,1,-11.700533343809852,12.394025327572123
post-PA,-5664062.5,1,1,0.0,0.0
post-PA,-5625000.0,0,0,0.0,0.0
post-PA,-5625000.0,1,0,-18.145982108143308,121.08230581221274
post-PA,-5625000.0,0,1,-11.69582987074525,12.165581707670253
post-PA,-5625000.0,1,1,0.0,0.0
post-PA,-5585937.5,0,0,0.0,0.0
post-PA,-5585937.5,1,0,-18.148810923077306,120.59276308048729
post-PA,-5585937.5,0,1,-11.6911486567871,11.937072195242969
post-PA,-5585937.5,1,1,0.0,0.0
post-PA,-5546875.0,0,0,0.0,0.0
post-PA,-5546875.0,1,0,-18.151637258622916,120.10333474604464
post-PA,-5546875.0,0,1,-11.686489710770543,11.708497144899887
post-PA,-5546875.0,1,1,0.0,0.0
post-PA,-5507812.5,0,0,0.0,0.0
post-PA,-5507812.5,1,0,-18.15446105475421,119.6140205352471
post-PA,-5507812.5,0,1,-11.68185304145551,11.479856910829406
post-PA,-5507812.5,1,1,0.0,0.0
post-PA,-5468750.0,0,0,0.0,0.0
post-PA,-5468750.0,1,0,-18.15728225141206,119.12482017226299
post-PA,-5468750.0,0,1,-11.67723865752718,11.251151846800488
post-PA,-5468750.0,1,1,0.0,0.0
post-PA,-5429687.5,0,0,0.0,0.0
post-PA,-5429687.5,1,0,-18.160100788506167,118.6357333790613
post-PA,-5429687.5,0,1,-11.672646567596388,11.022382306164337
post-PA,-5429687.5,1,1,0.0,0.0
post-PA,-5390625.0,0,0,0.0,0.0
post-PA,-5390625.0,1,0,-18.162916605917083,118.14675987540703
post-PA,-5390625.0,0,1,-11.668076780200066,10.793548641856278
post-PA,-5390625.0,1,1,0.0,0.0
post-PA,-5351562.5,0,0,0.0,0.0
post-PA,-5351562.5,1,0,-18.16572964349823,117.65789937885597
post-PA,-5351562.5,0,1,-11.663529303801685,10.564651206397413
post-PA,-5351562.5,1,1,0.0,0.0
post-PA,-5312500.0,0,0,0.0,0.0
post-PA,-5312500.0,1,0,-18.168539841078,117.16915160475007
post-PA,-5312500.0,0,1,-11.659004146791665,10.335690351896499
post-PA,-5312500.0,1,1,0.0,0.0
post-PA,-5273437.5,0,0,0.0,0.0
post-PA,-5273437.5,1,0,-18.17134713846175,116.68051626621258
post-PA,-5273437.5,0,1,-11.654501317487805,10.106666430051666
post-PA,-5273437.5,1,1,0.0,0.0
post-PA,-5234375.0,0,0,0.0,0.0
post-PA,-5234375.0,1,0,-18.174151475433927,116.1919930741433
post-PA,-5234375.0,0,1,-11.650020824135705,9.87757979215225
post-PA,-5234375.0,1,1,0.0,0.0
post-PA,-5195312.5,0,0,0.0,0.0
post-PA,-5195312.5,1,0,-18.176952791760122,115.70358173721415
post-PA,-5195312.5,0,1,-11.645562674909167,9.6484307890805
post-PA,-5195312.5,1,1,0.0,0.0
post-PA,-5156250.0,0,0,0.0,0.0
post-PA,-5156250.0,1,0,-18.17975102718917,115.21528196186449
post-PA,-5156250.0,0,1,-11.64112687791063,9.41921977131351
post-PA,-5156250.0,1,1,0.0,0.0
